39695.0,20002976.0,20002880.0,20002977.0,20002784.0,20002881.0,20002978.0,20002688.0,20002785.0,20002882.0,20002979.0
39696.0,20002592.0,20002689.0,20002786.0,20002883.0,20002980.0,20002496.0,20002593.0,20002690.0,20002787.0,20002884.0
39697.0,20002981.0,20002400.0,20002497.0,20002594.0,20002691.0,20002788.0,20002885.0,20002982.0,20002304.0,20002401.0
39698.0,20002498.0,20002595.0,20002692.0,20002789.0,20002886.0,20002983.0,20002208.0,20002305.0,20002402.0,20002499.0
39699.0,20002596.0,20002693.0,20002790.0,20002887.0,20002984.0,20002112.0,20002209.0,20002306.0,20002403.0,20002500.0
39700.0,20002597.0,20002694.0,20002791.0,20002888.0,20002985.0,20002016.0,20002113.0,20002210.0,20002307.0,20002404.0
39701.0,20002501.0,20002598.0,20002695.0,20002792.0,20002889.0,20002986.0,20001920.0,20002017.0,20002114.0,20002211.0
39702.0,20002308.0,20002405.0,20002502.0,20002599.0,20002696.0,20002793.0,20002890.0,20002987.0,20001824.0,20001921.0
39703.0,20002018.0,20002115.0,20002212.0,20002309.0,20002406.0,20002503.0,20002600.0,20002697.0,20002794.0,20002891.0
39704.0,20002988.0,20001728.0,20001825.0,20001922.0,20002019.0,20002116.0,20002213.0,20002310.0,20002407.0,20002504.0
39705.0,20002601.0,20002698.0,20002795.0,20002892.0,20002989.0,20001632.0,20001729.0,20001826.0,20001923.0,20002020.0
39706.0,20002117.0,20002214.0,20002311.0,20002408.0,20002505.0,20002602.0,20002699.0,20002796.0,20002893.0,20002990.0
39707.0,20001536.0,20001633.0,20001730.0,20001827.0,20001924.0,20002021.0,20002118.0,20002215.0,20002312.0,20002409.0
39708.0,20002506.0,20002603.0,20002700.0,20002797.0,20002894.0,20002991.0,20001440.0,20001537.0,20001634.0,20001731.0
39709.0,20001828.0,20001925.0,20002022.0,20002119.0,20002216.0,20002313.0,20002410.0,20002507.0,20002604.0,20002701.0
39710.0,20002798.0,20002895.0,20002992.0,20001344.0,20001441.0,20001538.0,20001635.0,20001732.0,20001829.0,20001926.0
39711.0,20002023.0,20002120.0,20002217.0,20002314.0,20002411.0,20002508.0,20002605.0,20002702.0,20002799.0,20002896.0
39712.0,20002993.0,20001248.0,20001345.0,20001442.0,20001539.0,20001636.0,20001733.0,20001830.0,20001927.0,20002024.0
39713.0,20002121.0,20002218.0,20002315.0,20002412.0,20002509.0,20002606.0,20002703.0,20002800.0,20002897.0,20002994.0
39714.0,20001152.0,20001249.0,20001346.0,20001443.0,20001540.0,20001637.0,20001734.0,20001831.0,20001928.0,20002025.0
39715.0,20002122.0,20002219.0,20002316.0,20002413.0,20002510.0,20002607.0,20002704.0,20002801.0,20002898.0,20002995.0
39716.0,20001056.0,20001153.0,20001250.0,20001347.0,20001444.0,20001541.0,20001638.0,20001735.0,20001832.0,20001929.0
39717.0,20002026.0,20002123.0,20002220.0,20002317.0,20002414.0,20002511.0,20002608.0,20002705.0,20002802.0,20002899.0
39718.0,20002996.0,20000960.0,20001057.0,20001154.0,20001251.0,20001348.0,20001445.0,20001542.0,20001639.0,20001736.0
39719.0,20001833.0,20001930.0,20002027.0,20002124.0,20002221.0,20002318.0,20002415.0,20002512.0,20002609.0,20002706.0
39720.0,20002803.0,20002900.0,20002997.0,20000864.0,20000961.0,20001058.0,20001155.0,20001252.0,20001349.0,20001446.0
39721.0,20001543.0,20001640.0,20001737.0,20001834.0,20001931.0,20002028.0,20002125.0,20002222.0,20002319.0,20002416.0
39722.0,20002513.0,20002610.0,20002707.0,20002804.0,20002901.0,20002998.0,20000768.0,20000865.0,20000962.0,20001059.0
39723.0,20001156.0,20001253.0,20001350.0,20001447.0,20001544.0,20001641.0,20001738.0,20001835.0,20001932.0,20002029.0
39724.0,20002126.0,20002223.0,20002320.0,20002417.0,20002514.0,20002611.0,20002708.0,20002805.0,20002902.0,20002999.0
39725.0,20000672.0,20000769.0,20000866.0,20000963.0,20001060.0,20001157.0,20001254.0,20001351.0,20001448.0,20001545.0
39726.0,20001642.0,20001739.0,20001836.0,20001933.0,20002030.0,20002127.0,20002224.0,20002321.0,20002418.0,20002515.0
